"","X","id_of_tweet","cleaned_text","batch","sentiment","error","created_at","total_interactions_count","keyword_israel","keyword_gaza","keyword_palestine","keyword_hamas","keyword_conflict"
"1401",1401,11242,"attention illinois islamic terror alert hamas is now in their chats talking about attacking chicago illinois where there is a large hamas terror cell. source tells me known lone wolves are preparing to attack chicago. chicago also happens to be where nation of",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,11392,0,0,0,1,0
"1402",1402,11306,"the president of the united states joe biden said tonight during an interview on the war in israel that hamas must be eliminated.",2,1,"",15,5443,1,0,0,1,0
"1403",1403,11328,"im not afraid of hamas or hamas sympathizers attacking america. im afraid that our intelligence agencies will manufacture an attack or allow an attack in order to take more of our freedoms. fbi director wray",2,0,"",15,2439,0,0,0,1,0
"1404",1404,11331,"cbc must answer for downplaying hamas' violence including against israeli babies and spreading intentional disinformation. canadians especially the jewish community demand answers. on tuesday conservatives will call for this matter to be studied at committee.",2,1,"",15,2239,1,0,0,1,0
"1405",1405,11362,"while hamas perpetrated these heinous war crimes iran is ultimately responsible for the devastating attack on israeli civilians. in order to deter the new axis of evilthe world must unite against the terrorist state of iran.",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,1366,1,0,0,1,0
"1406",1406,11377,"biden who recently released 6 billion for the iranian regime continues to claim there's no evidence whatsoever iran was involved in the hamas terrorist attacks on israel",2,1,"",15,727,1,0,0,1,0
"1407",1407,11381,"new the state department now says the death toll of american citizens killed in hamas' attack last saturday in israel has risen to 30 people.13 american nationals remain unaccountedfor.",2,0,"",15,477,1,0,0,1,0
"1408",1408,11389,"ive seen taliban supporters in mississauga signs glorifying hamas martyrs in ottawa. what i havent seen is any sign of the prime minister.",2,-1,"",15,847,0,0,0,1,0
"1409",1409,11417,"i keep telling myself allah must love the people in gaza so much hes testing with this much hardship",2,-1,"",15,30970,0,1,0,0,0
"1410",1410,11426,"humanitarian law is to be respected especially in gaza. please let no more innocent blood be shed neither in the holy land nor in ukraine nor in any other place! enough! wars are always a defeat always!",2,0,"",15,39606,0,1,0,0,0
"1411",1411,11427,"besan was a medical student had an a sweet family and a cat and she had a dream she and her entire family were martyred as a result of the attacks and war crimes taking place in the gaza strip for what sin she was killed?",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,19776,0,1,0,0,0
"1412",1412,11436,"there are reports that the us administration is attempting to pay off the egyptian government to host a tent city of up to 1.1 million palestinians from gaza in the sinai desert. the nakba is now.",2,-1,"",15,21256,0,1,0,0,0
"1413",1413,11439,"no gaza refugees. weve seen enough rashida tlaib and ilhan omar types at our college campuses to last a generation. secure the border deport the illegals reduce legal immigration and move to a point system to make sure those who come love america.",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,26027,0,1,0,0,0
"1414",1414,11455,"she and six other palestinians interviewed across gaza said they drink no more than half a liter of water a day. they said they urinate once a day or every other day.",2,-1,"",15,12987,0,1,0,0,0
"1415",1415,11459,"no electricity no food no internet no water no medicine no healthcare system the genocide in gaza is happening and getting worse every single second no one in this world can stop the criminals ???!! openrafahcrossing openrafahcrossing openrafahcrossing",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,10569,0,1,0,0,0
"1416",1416,11494,"it is amazing to think that there are 800 us citizens in gaza right now having usmade bombs dropped on them with the full support of their own government. a government they probably voted for.",2,-1,"",15,10238,0,1,0,0,0
"1417",1417,11499,"a very notable shift in messaging that makes me suspect the intelligence coming out of gaza indicates things are much worse than the public currently knows",2,-1,"",15,18855,0,1,0,0,0
"1418",1418,11525,"cover his camera palestine supporters try to block my camera as they assault a proisrael woman by ripping her flag from her and stomping on it. this happened in san diego ca",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,13690,1,0,1,0,0
"1419",1419,11533,"may allah swt grant the people of palestine better than what they have lost",2,-1,"",15,8853,0,0,1,0,0
"1420",1420,11585,"biden supports the people of palestine... but not the people of east palestine ohio.",2,-1,"",15,6780,0,0,1,0,0
"1421",1421,11590,"1234 occupation no more 5678 israel is terrorists statefrom the river to the sea palestine will be freegazacity gazzeunderattack freepalaestine",2,-1,"",15,3831,1,1,1,0,0
"1422",1422,11593,"the spanish version of what is happening in palestine earthquake isrealpalestineconflict palestinegenocide gazagenocide",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,2820,0,1,1,0,1
"1423",1423,11610,"centennial park in toronto today. clearly this is just about freeing palestine. no jew hatred whatsoever.",2,-1,"",15,3037,0,0,1,0,0
"1424",1424,11614,"in this excellent videoofexplains why the media is structurally incapable of reporting accurately on israelpalestine.",2,0,"",15,2825,1,0,1,0,0
"1425",1425,11620,"in 1948 the state of israel was created and forged in the blood misery and oppression of palestinian arabs. in the intervening years gaza and palestine have endured unspeakable injustice and inhumanity it is that injustice and inhumanity that has led us here. just peace now.",2,-1,"",15,2129,1,1,1,0,0
"1426",1426,11632,"who are the zionist khazars and how are they related toisrael? do you know about their history? do you know how evil these people are? do you realize that these people control most of our planet? how did such evil take over this planet? israel palestine",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,1630,1,0,1,0,0
"1427",1427,11637,"a russianpalestinian young woman speaks about the ongoing tragic events taking place these days in palestine.",2,-1,"",15,1623,0,0,1,0,0
"1428",1428,11653,"millions across the world rally for palestine.",2,-1,"",15,3268,0,0,1,0,0
"1429",1429,11676,"a rally in dublin in solidarity with palestine.",2,-1,"",15,1723,0,0,1,0,0
"1430",1430,11679,"palestine is the mysterious key to the emergence of the promised savior as stated by the supreme leader of iran. in a world plagued by adversity let compassion and humanity guide our actions. gazzeunderattack",2,-1,"",15,1297,0,0,1,0,0
"1431",1431,11680,"irish mp richard boyd barrett says the occupying israeli regime is committing a genocide in palestine.",2,-1,"",15,1340,1,0,1,0,0
"1432",1432,11708,"the latest news in palestine with a simple explanation of what happened in the previous days. all that is required of you is to reconsider again and being a human nothing more. freepalastine gazagenocide ghaza",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",15,937,0,1,1,0,0
"1433",1433,11761,"protests around the world have been larger than ever. our hearts are beating for palestine and we wont look away from gaza. israel gazaunderattack",2,-1,"",16,40639,1,1,1,0,0
"1434",1434,11795,"british pm rishi sunak's family has significant business interests in israel. their company infosys is codirected by uri levine formerly of israeli military intelligence unit 8200. infosys  its subsidiaries there all employ israeli military veterans.",2,1,"",16,20011,1,0,0,0,0
"1435",1435,11811,"breaking i am by the white house in washington d c where jews are rallying in support of palestine and israel and are askingto stop the killings say no genocide in their names.",2,0,"",16,18958,1,0,1,0,0
"1436",1436,11847,"breaking the united states and israel have given egypt an ultimatum that only us citizens will be allowed to exit through the checkpoint with the gaza strip. palestinians will be prohibited from leaving. egypt initially wanted to negotiate the evacuation of palestinians",2,1,"",16,10664,1,1,0,0,0
"1437",1437,11871,"stop spreading fake news  his religion.",2,0,"",16,13134,0,0,0,0,0
"1438",1438,11882,"doctor who conducted autopsy on terror victims in israel during hamas terror attacks confirms that many bodies have been burned alive. in this case he explains an adult and a kid were tied together with an iron wire and burned by the terrorists. horrible.",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,7184,1,0,0,1,0
"1439",1439,11893,"taylor swift's personal bodyguard just left to israel to join his unit! and before anyone makes a joke about how another guy left taylor swift so it must be time for her to write a song about it this guy is the man. he just left his 500000year job and cushy lifestyle to",2,1,"",16,17393,1,0,0,0,0
"1440",1440,11899,"i talked to yannai kaminkas mom today. he was an american citzen and was born and raised in israel. when the attack began kaminka and his colleagues immediately sheltered new recruits and took positions defending their base. they fought valiantly for an hour before falling in",2,1,"",16,15830,1,0,0,0,0
"1441",1441,11926,"even wars have rules. the geneva convention protects civilians in conflict and helps ensure assistance reaches those in need without discrimination.",2,0,"",16,4192,0,0,0,0,1
"1442",1442,11961,"2. gaza 2019 a portrait of a people attempting to lead meaningful lives against the rubble of perennial conflict and going beyond the reach of television news reports to reveal a world rich with eloquent and resilient characters.",2,-1,"",16,1444,0,1,0,0,1
"1443",1443,11973,"watch  gujarat people in ahmedabad stage a protest in support of israel and appeal for peace amid the ongoing israelhamas conflict. 16.10",2,1,"",16,1627,1,0,0,1,1
"1444",1444,11981,"this image of a mother and child is unrelated to the current conflict between israel and hamas. it was taken during the syrian war and first appeared online in 2016.",2,0,"",16,832,1,0,0,1,1
"1445",1445,11992,"sources claim msnbc suspended 3 muslim anchors including cancelling an interview with joyanne reid the same week the israel  palestine conflict escalated. msnbc has vehemently denied these claims but the evidence doesnt help them. hear the facts  tell me what you think",2,0,"",16,438,1,0,1,0,1
"1446",1446,12020,"this type of hyperbolic language and celebration of violence is dangerous and harmful. he's not helping the cause of palestinians. it's clear that more people on both sides of this conflict will die and that's nothing to celebrate or be excited about.",2,0,"",16,198,0,0,0,0,1
"1447",1447,12029,"warning distressing wadea alfayoume a 6yearold palestinian american boy was killed and his mother wounded in a hate crime this weekend motivated by the israelgaza conflict.",2,-1,"",16,92,1,1,0,0,1
"1448",1448,12037,"i don't know how so many of you suddenly forget that before the zionist movement fighting between the three religious groups in the region was rare. muslims christians and jews lived side by side without conflict. the current conflict isn't religious its over land and the fact",2,-1,"",16,122,0,0,0,0,1
"1449",1449,12071,"it would be tempting to posit that no war occurred in the tintinverse but this is canonically disproved. in the calculus affair tintin finds a book entitled german research in world war ii which tells us that a conflict or some sort did occur. then why don't we see it?",2,0,"",16,444,0,0,0,0,1
"1450",1450,12095,"2000 u.s. troops prep for possible deployment to middle east we should be sending troops to our own southern border not to a conflict on the other side of the world which will only gain the usa more enemies and another stampede of migrants.",2,0,"",16,43,0,0,0,0,1
"1451",1451,12104,"do you expect saudi arabia to initiate a military action against israel? that is not how it works. the dynamics of international conflict are complex and don't typically involve straightforward military actions. the international system operates within a framework described as",2,0,"",16,16,1,0,0,0,1
"1452",1452,12105,"this by the way is what von der layen giving the eus unconditional noquestionsasked support for one side in this horrific conflict looks like for civilians in gaza right now.",2,-1,"",16,24,0,1,0,0,1
"1453",1453,12117,"yesterday i was reliably informed that concern about potential u.s. involvement in a new middle east conflict was a strawman today wsj reports that 2000 u.s. troops have been ordered to prepare for a potential deployment to israel",2,0,"",16,15,1,0,0,0,1
"1454",1454,12129,"why do we only hear one perspective on the israelpalestine conflict in the mainstream media? conflict will continue as long as palestinian voices are ignored. latest free substack article from new politics. read subscribe share. auspol gazaunderattack",2,-1,"",16,13,1,1,1,0,1
"1455",1455,12154,"in my pursuit of a tranquil existence i have often veered away from the tumultuous waves of conflict choosing not to delve into the disheartening affairs transpiring on distant shores as they appeared to be worlds apart from my own. however there are moments when the",2,0,"",16,22,0,0,0,0,1
"1456",1456,12156,"dobelli youve been a proponent of the twostate solution for a long time. do you think the time has arrived to finally implement it? olmert first of all i think that it is the only real political solution for this lifelong conflict between israel and palestinian states.",2,0,"",16,4,1,0,0,0,1
"1457",1457,12168,"on the 15th day of peaceful protest in defense of democracy survivors and families of victims of the internal armed conflict condemn the use of violence by public institutions to dissuade the expression of human rights.",2,0,"",16,6,0,0,0,0,1
"1458",1458,12192,"avoiding conflict by escalation. yea good 1!",2,0,"",16,15,0,0,0,0,1
"1459",1459,12211,"to make things clear israel is being inhumane and disgusting beings to palestine however it does not make it right to be antisemitic. not all jewish people including myself side with israel in this conflict and a lot of people assume we are.",2,-1,"",16,10,1,0,1,0,1
"1460",1460,12220,"the reasons for the israelpalestine conflict in a nutshell. a primer for those who want context for the recent atrocities. gazaconflict gazaunderattack gazacity gazaunderattack gazagenocide warcrimes crimesagainsthumanity genevaconventions palestinelivesmatter",2,-1,"",16,2,1,1,1,0,1
"1461",1461,12231,"the way american mainstream media restricts access to a single point of view regarding this decadeslong conflict it's no surprise most americans never question u.s. foreign policy towards israel.hearts and minds baby.",2,-1,"",16,4,1,0,0,0,1
"1462",1462,12232,"the truth is that the u.s. and iran have been in a proxy war since 1979. there has always been potential for it to explode. it just seems the potential is much higher now with the conflict in israel.",2,0,"",16,2,1,0,0,0,1
"1463",1463,12235,"cardinal pierbattista pizzaballa pope francis representative in jerusalem has offered himself up in exchange for children held by hamas during the ongoing conflict.",2,0,"",16,7,0,0,0,1,1
"1464",1464,12277,"depp. the video contains clips of varying origin. the second segment is confirmed to be from the syrian war. others are unconfirmed and may not relate to the israelhamas conflict. exercise skepticism.",2,0,"",16,0,1,0,0,1,1
"1465",1465,12285,"before everyone starts talking about the isis shooter in belgium remember that hamas and isis hate each other.",2,0,"",16,39378,0,0,0,1,0
"1466",1466,12296,"urgent.. combatants from alqassam brigades provide medical care to a female prisoner in gaza who was captured on the first day of the battle of alaqsa flood. it is worth noting that this battle began by hamas the resistance forces to defend the right of the",2,-1,"",16,5659,0,1,0,1,0
"1467",1467,12311,"it was exhilarating! it was exciting! is he talking about college football? a rock concert? skydiving? no thats how cornells russell rickford describes hamas terrorists butchering children in their nurseries. he does this loudly and proudly while millions of americans fear",2,1,"",16,4667,0,0,0,1,0
"1468",1468,12353,"hamas stole 24000 liters fuel fromwarehouses. this is what that amount of fuel can be used for. hamas  isis hamasisisis hamas freepalaestine freegaza",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,1504,0,1,0,1,0
"1469",1469,12361,"despite the fact that it was proven that the story of hamas beheading babies was a lie the media and people cared far more for these fictional babies than the 700 dead palestinian children",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,1788,0,0,0,1,0
"1470",1470,12382,"hamas released propaganda footage of mia shem a 21yearold israeli girl kidnapped by the terror organization last saturday. i remind you hamas injured mia. they kidnapped mia. they are holding mia hostage.",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,1129,1,0,0,1,0
"1471",1471,12398,"cornell university professor russell rickford who called the hamas terror attack exhilarating and exciting also wrote this.",2,1,"",16,944,0,0,0,1,0
"1472",1472,12405,"i thoughttold us some patronising bollocks when they couldnt call 1600 jews murdered in one day by hamas as terrorism  and yet a shootingtonight has this headline no words",2,1,"",16,1196,0,0,0,1,0
"1473",1473,12435,"unrwa tweets a lot these days but they'll never tell you that hamas is to blame for massacring israeli families firing thousands of rockets at israeli towns and provoking israel to respond as any other country in the world would. actually unrwa has never ever mentioned hamas.",2,1,"",16,648,1,0,0,1,0
"1474",1474,12462,"with the video that hamas released of the israeli hostage they're attempting to show their humanity. do not forget that hamas  burnt entire families  shot a 6monthold baby in the head  burnt a oneyearold baby  shot a father that was embracing his wife and 2 children",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,154,1,0,0,1,0
"1475",1475,12471,"false. here's an israeli captive telling israeli media that your military forces killed most of the israeli civilians not hamas.",2,-1,"",16,192,1,0,0,1,0
"1476",1476,12514,"asking for a ceasefire so kids can escape a warzone without water electricity food or medicinemakes me a sympathizer of the innocent. and on hamas terrorism i agree only cowards target the innocent. we all lose our humanity when we justify the death of children.",2,0,"",16,77,0,0,0,1,0
"1477",1477,12582,"there is no humanitarian crisis in gaza... the israeli ambassador to the uk would have to see palestinians as humans to acknowledge that.",2,-1,"",16,17799,1,1,0,0,0
"1478",1478,12632,"thousands of jews are protesting in front of bidens white house demanding immediate ceasefire in gaza  not in our name",2,-1,"",16,6111,0,1,0,0,0
"1479",1479,12635,"i was disappointed not to be called to speak in parliament today. i was going to highlight israel's violations of international law from using white phosphorus to starving gaza of water food fuel and electricity. there must be a ceasefire and an end to the bombing of gaza.",2,-1,"",16,12828,1,1,0,0,0
"1480",1480,12643,"unrwa not a drop of water not a grain of wheat or a liter of fuel was allowed to enter the gaza strip during the past eight days. palestinian health 254 people were killed and 562 injured during the past 24 hours",2,-1,"",16,5356,0,1,0,0,0
"1481",1481,12653,"after voicing his support for palestine bayern munich says it will call professional moroccan footballer noussair mazraoui for an investigation. the german club also reiterated its support for israel and its crimes in gaza palestine.",2,-1,"",16,4733,1,1,1,0,0
"1482",1482,12654,"sources within the israeli defense force have reportedly told the jerusalem post that one of the primary reasons for the delayed invasion of the gaza strip has been the increasing worry that hezbollah will join the war soon after the invasion does begin with idf northern",2,0,"",16,8468,1,1,0,0,0
"1483",1483,12682,"in a video that will not be published by the western media which does not stop spreading lies that distort the image of the palestinian struggle mujahideen from the alqassam brigades provided medical care to a female prisoner in gaza who was captured on the first day of the",2,-1,"",16,2158,0,1,0,0,0
"1484",1484,12722,"standing over the grave of wadea alfayoume imam omar suleiman says the emptiness mourners feel after the palestinian 6yearolds hate crime death should push them to end violence in gaza. this graveyard is a reminder he said. its a reminder for all the children in gaza.",2,-1,"",16,1954,0,1,0,0,0
"1485",1485,12767,"just watched piers morgan uncensored. well done ! according to 's logic the palestinians are justified to attack israel because palestine has been occupied for over 70 years and there has been decades of killing children brutality apartheid and",2,-1,"",16,14117,1,0,1,0,0
"1486",1486,12784,"a country with such people will never be defeated. free palestine",2,-1,"",16,4698,0,0,1,0,0
"1487",1487,12798,"amsterdam netherlands witnesses a massive protest demanding the liberation of palestine in the light of the intensifying israeli aggression on gaza palestine",2,-1,"",16,4573,1,1,1,0,0
"1488",1488,12822,"to my peers who haven't spoken up say with me i don't support the ethnic cleansing of palestine or israel's illegal occupation. i stand with palestine . no excuses no 'both sides' no vague 'peace wishes'. most of hollywood is using their platform to be clear about their",2,-1,"",16,4466,1,0,1,0,0
"1489",1489,12824,"the world has risen for palestine the brutality of the zionists surpassed nazism  their records are brutal..",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",16,2624,0,0,1,0,0
"1490",1490,12828,"boycott israeli products in support of palestineif you have done it comment free palestine",2,-1,"",16,3213,1,0,1,0,0
"1491",1491,12836,"pls don't stop talking  spreading the word for palestine it seems like the protests and support all over the world are finally hitting the higher uppers they need to see people won't sway so easily",2,-1,"",16,2216,0,0,1,0,0
"1492",1492,12840,"public health folks i know that we are not all experts on israel  medicine are unattainable. speak on these things. this is why we study what we studied.",2,0,"",16,3406,1,0,0,0,0
"1493",1493,12868,"update the secret connection between mysterious hamas chief muhammad deif and . according to ccps classified files from our sources after prison deif was sent toby palestine liberation organizatio in 1996. in plas ordnance engineering college deif studied",2,0,"",16,1533,0,0,1,1,0
"1494",1494,12875,"if half of palestine is under 18 how did they elect hamas? if israel did a genocide then how are there so many palestinian kids? lots of people arent doing any thinking at all.",2,1,"",16,3902,1,0,1,1,0
"1495",1495,12898,"your position on palestine is more than enough for me to cut you off. go fuck yourselves",2,-1,"",16,2372,0,0,1,0,0
"1496",1496,12914,"uc berkeley students of all backgrounds and religions say free palestine",2,-1,"",16,2573,0,0,1,0,0
"1497",1497,12915,"nashville rep.plans to file legislation to prevent the biden administration from allowing palestinians to seek refuge into  inhumanely saying we must stop biden from importing terrorists half of palestine is children.",2,1,"",16,1257,0,0,1,0,0
"1498",1498,12951,"holy sht trump said in iowa today that hes going to cancel student visas of the types of students marching in free palestine protests lets go",2,1,"",16,1898,0,0,1,0,0
"1499",1499,13026,"just as a reminder prior to the most recent bombing israel had already bombed 22 hospitals in the previous 9 days.",2,-1,"",17,66179,1,0,0,0,0
"1500",1500,13061,"palestinians are saying their goodbyes and grieving dead family while israelis are posting vlogs about making gluten free pastries for soldiers. if you support israel or are even one of those both sides people just block me pls",2,-1,"",17,43888,1,0,0,0,0
"1501",1501,13086,"the aftermath of israels bombing of the last christian hospital in gaza. over 500 civilians are dead. still no condemnation fromfor this horrific war crime.",2,-1,"",17,25601,1,1,0,0,0
"1502",1502,13106,"whats barbaric is the fact that you have slaughtered 1200 children so far cut off water  journalists",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,21788,0,0,0,0,0
"1503",1503,13141,"this is the second hospital israel has bombed in gaza this week by the way.",2,-1,"",17,17159,1,1,0,0,0
"1504",1504,13146,"gina 90 survived the holocaust inflicted by the nazis against the jews. she witnessed the atrocities that took the lives of 6 million jews. last week hamas terrorists invaded her home in israel and shot her to death. she was murdered in cold blood. may her memory be a",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,21068,1,0,0,1,0
"1505",1505,13156,"instead of mourning our dead instead of calling out the atrocities we are now busy correcting a very poor thought out disinformation campaign by israel that includes multiple deleted tweets as well as proof videos with 2022 time stamps. we shouldn't have to do that.",2,-1,"",17,19234,1,0,0,0,0
"1506",1506,13193,"breaking news  donald trump who is leading in all surveys promises that if elected he will bar gaza refugees  revoke visas",2,1,"",17,25856,0,1,0,0,0
"1507",1507,13206,"would it be awkward to attend a classified briefing on israel when youve been accused of being a foreign agent for lets say a country like egypt. asking for a friend.",2,0,"",17,37018,1,0,0,0,0
"1508",1508,13220,"sisters yael and noiya have been missing since the october 7th hamas massacre. their mom was murdered. their dad is missing. help us bring them home. share this.",2,1,"",17,10168,0,0,0,1,0
"1509",1509,13258,"don't forget today! the press statement was made among the funerals of palestinians at alhamadani hospital which was targeted by israel. 18 october 2023 gaza",2,-1,"",17,8915,1,1,0,0,0
"1510",1510,13262,"wow. physician atpraises and glorifies the hamas terrorists who paraglided into israel and raped and murdered women burned and beheaded babies murdered over 1400 people including americans and took hundreds of hostages including americans. would you feel",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,9610,1,0,0,1,0
"1511",1511,13270,"for those who believe ordinary gazans did not support hamas in the horrific october7massacre in south israel here is part of the mob that followed them in that day. hamasisisis",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,7513,1,1,0,1,0
"1512",1512,13304,"on sunday israel told civilians of north gaza to flee to khan younis. on monday this is what they did to khan younis. remember this as our media uncritically parrot the lie that israel is not targeting civilians. 44",2,-1,"",17,11014,1,1,0,0,0
"1513",1513,13312,"a few halfformed latenight thoughts. israel's room for maneuver on a ground invasion has just shrunk dramatically. not just because it has lost a good deal of international support but because the region is now boiling.",2,1,"",17,8830,1,0,0,0,0
"1514",1514,13328,"mohammed hijab lied through his teeth on national tv. not only collateral damage is perfectly fine in islam but you can take noncombatants as sex slaves. under normal circumstances people like hijab justify sex slavery and collateral damage but in light of this conflict they",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,3267,0,0,0,0,1
"1515",1515,13342,"one other thing on the hospital strike. whatever your views on the conflict does anyone seriously think israel would target a hospital in gaza just as joe biden is stepping on air force one.",2,1,"",17,4420,1,1,0,0,1
"1516",1516,13357,"at least 15 journalist have been killed in the israelgaza conflict",2,0,"",17,994,1,1,0,0,1
"1517",1517,13371,"since the tragic attacks last week and as the horrific israelhamas conflict unfolds we remain focused on the safety and stability of theplatform for our users partners and customers who depend on us for critical connection information and access. we're taking action and",2,0,"",17,2570,1,0,0,1,1
"1518",1518,13376,"this is what turkey helped azerbaijan do to artsakh's armenians. this is what turkey is doing to kurds in syria. this is what turkey did in cyprus. turkey has no interest in palestinian rights. turkey's goal has only ever been to fuel regional conflict to divide  conquer.",2,0,"",17,1020,0,0,0,0,1
"1519",1519,13391,"the israelipalestine conflict was meant to conquer and divideand its working. stay focussed. its not a coincidence that the communists are united.",2,0,"",17,858,1,0,1,0,1
"1520",1520,13435,"war is raging in eastern europe the middle east is on the cusp of a regional conflagration and we face related instability and conflict at home. surely an urgent review and significant uplift of the uks policing intelligence and defence must be ordered.",2,0,"",17,478,0,0,0,0,1
"1521",1521,13458,"doctors children entire families are wiped out. they want to erase palestinians from their land. this is no conflict.",2,-1,"",17,457,0,0,0,0,1
"1522",1522,13488,"i'm seeing so much conversation about the israel  hamas war dissecting the conflict like it's a great enigma. here's the obvious thing nobody is talking about!",2,0,"",17,193,1,0,0,1,1
"1523",1523,13526,"the headline figures from tigray above120000 people have been subjected to conflictrelated sexual violence! seek justice4tigray and press for returnichree to investigate crimes for lasting peace in .",2,0,"",17,50,0,0,0,0,1
"1524",1524,13577,"this honestly is the best and only way to understand the israel conflict. its much more than you might think link tochatin following thread",2,0,"",17,121,1,0,0,0,1
"1525",1525,13610,"top universities facing antisemitism accusations losing longtime donors amid israelhamas conflict",2,1,"",17,90,1,0,0,1,1
"1526",1526,13613,"expanding on my points 1 it is clear some kind of explosion occurred at the gaza hospital. 2 it is clear there are many injured and likely many dead. wherever you stand on the conflict do not celebrate civilians dying. they are human beings. retain your humanity.",2,0,"",17,153,0,1,0,0,1
"1527",1527,13622,"no more both sides. no more too complex. no more nuanced. no more conflict. no more silence. no fucking more.",2,0,"",17,68,0,0,0,0,1
"1528",1528,13625,"this isnt a fight this isnt a war this isnt a conflict this isnt a vs. this is the genocide and ethnic cleansing of palestinians that is happening right now and people with immense power are funding it. there is no staying the fuck neutral",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,71,0,0,0,0,1
"1529",1529,13637,"the libertarian party of kentucky condemns the deployment of any us military personnel to the israel gaza war.it is far too often kentucky families are asked to volunteer their sons and daughters to international conflict.it is also far too often that these sacrifices lead to",2,0,"",17,116,1,1,0,0,1
"1530",1530,13646,"breaking anwar el ghazi has been immediately suspended by prozionist football club mainz club statement that decision is in response to a social media post by the 28yearold that has since been deleted. in this el ghazi took a position on the conflict in the middle",2,-1,"",17,141,0,0,0,0,1
"1531",1531,13661,"journalists currently reporting on the israelgaza conflict or planning to in the coming days you can contact cpj anytime with questions about your safety and security. and review and share cpj's journalistsafety resources below",2,0,"",17,39,1,1,0,0,1
"1532",1532,13670,"it would be great if there was some way to quickly establish whether or not an account was actually affiliated with an outlet or not especially during a sensitive global conflict like some kind of quick visual marker",2,0,"",17,80,0,0,0,0,1
