"","filename","error","sentiment","id_of_tweet","cleaned_text.x","batch","created_at","total_interactions_count"
"430","17941.rds","","-1",17941,"As Israels war crimes continue and the humanitarian catastrophe in Gaza worsens German politicians from across the political spectrum and nearly all media outlets have advocated unqualified support for Israel.",1,20,157
"431","17955.rds","","-1",17955,"Watch Doctor Abdul Rahman Atallah is surprised to find his father among the the Palestinians that were murdered by an Israeli airstrike arrived at the emergency department at AlShifa Hospital in Gaza City. IsraeliCrimes GazaUnderAttack 16thOctoberGroup",1,20,55
"432","17990.rds","","-1",17990,"also if youre using palestinian pain and suffering to be antisemitic youre apart of the problem you are no ally to palestine. Our enemy is not jewish people it is zionists and the vast majority of jewish people are not zionists thats why there is such strong solidarity.",1,20,17717
"433","18011.rds","","-1",18011,"Irish Councillor Shaun Harkin on the Oppression of Palestinians by the IDF The IDF is an occupying army. They occupy Palestine. Its an illegal occupation.",1,20,6168
"434","18018.rds","","-1",18018,"Palestine flag on the Big Ben Clock Tower",1,20,9863
"435","18022.rds","","-1",18022,"time and time again we see that the masses are with palestine",1,20,10870
"436","18092.rds","","-1",18092,"Im not suggesting Kim had to explain what is going on to her child in that moment but its wild how she couldnt even bring herself to say Palestine like thats how deep this goes",1,20,5372
"437","18094.rds","content_filter",NA,18094,"It's loud and clear !!! Palestine needs actions not sympathy Gaza PalestineGenocide",1,20,1830
"438","18109.rds","","1",18109,"Canada says they understand Israel's concerns about supplying clean water to Palestine's indigenous population",1,20,2360
"439","18123.rds","","0",18123,"Its a Belarusian journalist that is speaking russian and comparing Belarus to Palestine and Sulaiman has zero shame",1,20,5268
"440","18140.rds","content_filter",NA,18140,"During the Holocaust Nazis referred to Jews as rats. Today the children of the Zionists have become worse than their own old nightmare Nazis. History repeats itself. The Jews were expelled out of every country but were welcomed to Palestine and even given a passport as",1,20,1499
"441","18154.rds","","-1",18154,"Oh Allah help and protect the people of Palestine and ease their pain and sufferings",1,20,1324
"442","18170.rds","","-1",18170,"NEW Greta Thunberg blames her autism after being forced to delete a proGaza social media post after online users accused her of having an antiSemitic octopus. What a headline. Today we are striking in solidarity with Palestineand Gaza. The world needs to speak up and call",1,20,1585
"443","18184.rds","","1",18184,"I think a reason theres a big generational divide on this is because even as a 34 year oldwhich I dont think is THAT oldhearing a President urge Israel to allow humanitarian aid to Palestine in a nationally televised address feels huge while for younger folks it feels tepid",1,20,3650
"444","18190.rds","","0",18190,"The Toronto Star andjust received threats telling them they'll be beaten severely for doing their jobs. At least 21 journalists have been killed covering the latest violence in Palestine and Israel. Yet this is Pierre Poilievre's latest fundraising email",1,20,912
"445","18260.rds","","1",18260,"A man with an LGBTQ flag got attacked at todays antiIsrael protest in London. A group of young men stole his flag and made it clear that his presence was not wanted at the protest.",1,21,24338
"446","18327.rds","content_filter",NA,18327,"JUST IN The Israeli occupation bombed Nuseirat Market a popular market crowded with people in the middle of the Gaza Strip. ceasefireInGazaNOW CeasefireonGaza GazaGenocide Gazabombing israel idf Israelunderattack",1,21,4060
"447","1834.rds","","1",1834,"Stop blaming Republicans. Joe biden sent 6 billion to Iran. Which funds Hamas. Joe Biden has blood on his hands.",1,7,1461
"448","18361.rds","","0",18361,"The UScentralized empire is a giant network of allies partners and assets spanning the entire globe. Many of the nations in this network such as Israel have strong ideologies and values systems that the empire must cooperate with to obtain their loyalty. But the empire itself",1,21,4125
"449","18375.rds","","0",18375,"Thread Online misinformation about the IsraelHamas conflict  Day 15 This video viewed 2.2 million times is unrelated to the IsraelHamas war. It shows the rescue of a child from a deadly flood in Tajikistan in August.",1,21,3876
"450","18379.rds","","0",18379,"For a split second I thought this comic was about the IsraelPalestine conflict",1,21,20741
"451","18391.rds","","1",18391,"A few Christians have been posting on social media about the sad condition of the Christians in Gaza since the beginning of the IsraelHamas conflict this month following the atrocity committed by Hamas crossing the border of Israel. I agree that the remaining Christian",1,21,2457
"452","18399.rds","","0",18399,"I really wish people stop trying to drag Foundational Black Americans and our experiences into these international conflict discussions",1,21,1606
"453","1840.rds","","1",1840,"The Metropolitan Police says it has increased police patrols across London after the Hamas militant group attacked Israel",1,7,1615
"454","18417.rds","","-1",18417,"I will say this again and again and again to my fellow Malaysian Muslims. This has never been a religious conflict. It was never about Muslims vs Jews. It was about Zionists trying to eradicate ALL PALESTINIANS so they finally become the real owners of the land.",1,21,493
"455","18422.rds","","0",18422,"Many people avoid conflict because they havent learned that it can be productive  destructive ways to disagree.",1,21,826
"456","18429.rds","","0",18429,"something ive been thinking about in regards to whiteness is how much debate is deployed to distract and wear us out. arguments over nothing. useless conflict. and I find myself just wanting to shut it down or walk away from it. engaging in nonsense feels like an insult.",1,21,1277
"457","1844.rds","","1",1844,"They think Ukraine should surrender but it's fine for Hamas to attack random civilians and sexually assault women. This isn't resistance. It's barbarism.",1,7,2570
"458","1854.rds","","1",1854,"I see that SNPs failure of a leader Humza Yousef  issues a statement worrying more about the people of Gaza he knows than condemning the Hamas attack on Israel. I do hope him being a Muslim isnt connected with his view.",1,7,1946
"459","1855.rds","","1",1855,"The same country that created and funded ISIS also funds Hamas as well. Do you know who that is?",1,7,1164
"460","18570.rds","content_filter",NA,18570,"Isaias is one of those evil His dictatorship in Eritrea continues to be the nuts  bolts to make The Horn Africa a conflict zone and in Ethiopia. Send Isaias toEritreaOutOfTigray Justice4TigrayGenocideyeshi",1,21,39
"461","18575.rds","","0",18575,"Rights groups have written to the EU's selfstyled 'digital enforcer' Commissioner Thierry Breton pointing out that his demand for Big Tech platforms to censor disinformation around the IsraelHamas conflict contravenes the EU's own digitalservicesact.",1,21,134
"462","18632.rds","","-1",18632,"Claims DSA calling for ceasefire indicates support for the Israeli occupation are shameful and wretchedly dishonest. When people claim this in conflict with our statements chants rallies which are readily available you should question their motivations We stand w Palestine",1,21,221
"463","18635.rds","","0",18635,"Hezbollah killed an Israeli soldier. Israel is now attacking heavily. Israeli and Hezbollah have engaged in titfortat exchanges of rocket and artillery fire since the conflict with Hamas broke. This significant escalation in fighting will pull Hezbollah more into the fight.",1,21,67
"464","18688.rds","","0",18688,"BreakingNews Heavy Israeli shelling reported in southern Lebanon targeting areas including Aita Yaroun Bint Jbeil and AlDahira. Israel continues bombardment of southern Lebanon as conflict escalates in the region. Lebanon Israel MiddleEast Israel Lebanon",1,21,23
"465","18693.rds","content_filter",NA,18693,"Australia needs to stay out of this conflict beyond expressing strong support for civilians ON BOTH SIDES. Netanyahu is a Zionist fascist  children. GazaGenocide ZionismIsNotJudaism",1,21,38
"466","18709.rds","","-1",18709,"The Middle East conflict logic seems to be the because Hamas acted in a barbaric way that it is now okay for Israel to act in an equally barbarbic fashion under the guise ofself defence nothing excuses barbarism",1,21,35
"467","1871.rds","content_filter",NA,1871,"The war crimes of Hamas continue...moments ago they bombed Barzilai hospital in Ashkelon while hundreds of wounded Israeli are being treated from the terror attack this morning! Inhumane",1,7,631
"468","18719.rds","","1",18719,"I hear a lot of lies in the IsraelPalestine conflict Here are the truths 1. Jews are indigenous to the Levant the name of the area in the Bible is the Land of Israel Eretz Israel. Archaeology alone has proven this as nauseam.",1,21,19
"469","18744.rds","content_filter",NA,18744,"This Hamas chief lives in London. Arrest him . Get him out of Britain",1,21,25952
"470","18748.rds","","1",18748,"In a destroyed home in a community attacked by Hamas terrorists a soldier sings the Israeli anthem. Hamas will not ruin our spirits.",1,21,32295
"471","18771.rds","","1",18771,"I think we're done taking dictates from organizations around the world what we should or shouldn't do in Gaza. We're going to dismantle Hamas and get our people home and I hope Gazan civilians will evacuate the North. As told on",1,21,11192
"472","18795.rds","","1",18795,"Can I also just note that its kind of a tell when you bring up settlers as a way to downplay the Oct 7th attack since there are no Jewish settlers in Gaza. Israel forcibly removed them in 2005 so they could hand Gaza over fully to Palestinians. The Hamas complaint isnt Jews",1,21,4544
"473","18801.rds","","-1",18801,"Hamas says Israels refusal to accept two captives shows its not serious about stopping the bloodshed in Gaza. LIVE updates",1,21,2887
"474","18828.rds","","0",18828,"We need urgently to get past the view that Jews or Muslims  or Israelis or Palestinians  are responsible for the conduct of the Israeli government or Hamas. Antisemitism and Islamophobia are both wrong.",1,21,1797
"475","18830.rds","","-1",18830,"You don't know what is Hamas? Yeah I don't know Our correspondent from the scene of the antiIsrael rally which was held today in Warsaw spoke to the protesters.",1,21,2663
"476","1884.rds","","1",1884,"I really dont see how solidarity with the Palestinians includes a positive opinion of Hamas actions that bring death and destruction down upon Palestinians. Doesnt look like wanting better lives for Palestinians. Just looks like celebrating violence against Israelis.",1,7,482
"477","18843.rds","","1",18843,"Some of the Noble responses stemming from October 7 1 October 7 happened but it perfectly justifiable because all Israelis are guilty 2 October 7 never happened because Islam forbids it 3 On October 7 Hamas only tore down a fence 4 On October 7 Hamas only killed",1,21,1911
"478","18849.rds","","1",18849,"What's the point of being part of the scientific community if so many of you hold these views AFTER SEEING THE VIDEOS THAT HAMAS THEMSELVES PRODUCED AND POSTED? There are only three possibilities 1 Facts don't matter 2 Antisemitism is very common and incurable 3 Both",1,21,1959
"479","18863.rds","","1",18863,"1 No all the rockets are not intercepted. 90 of them are but others are not and some fall short in Gaza killing Palestinians. 2 Downplaying the constant attempts to commit mass genocide by Hamas because they are not successful is morally corrupt.",1,21,2262
"480","18875.rds","","1",18875,"Israels work permits for Gaza enabled the Hamas attack. Among the litter of guns Korans and maps discarded by the Hamas terrorists whose bodies lie alongside bulletriddled vehicles and dusty roads are green Gaza IDs with work permits. Normally residents of the Hamas",1,21,851
"481","18899.rds","","1",18899,". Here is an old video about the Radical muslim man who attacked Marjorie Taylor inside the Capitol. His name is Taher Herzallah who is a leader of American Muslims for Palestine. AMP This man is crazy and so are all those Hamas supporters like him. IMHO If they",1,21,583
"482","18920.rds","","-1",18920,"What Free Palestine means to Hamas.",1,21,530
"483","1895.rds","","-1",1895,"Residential Palestine Tower in the heart of Gaza City targeted in direct hit ON LIVE TV by Israel.",1,7,32148
"484","18979.rds","","-1",18979,"Tahajjud is hope when all hope is lost. So make Du'aa for Gaza. In Tahajjud Allah comes down to the nearest sky to hear our whispers. Unload your sadness and frustration. Pray Allah help them overcome this crisis. Pray Allah help them prevail over Zionism. Du'aa can do miracles.",1,21,2215
"485","19058.rds","","-1",19058,"This Israeli official admitted live on Al Jazeera that Israel is committing collective punishment on the Palestinians in Gaza. That is illegal under the Geneva convention and international law. Israel and the US are committing genocide and a land grab. GazaUnderaAttack",1,21,309
"486","1914.rds","","1",1914,"Palestinian terrorists have attacked Israel on a Jewish holy day. Because Israel has never bombed Gaza in Ramadan and Eid.",1,7,22196
"487","19161.rds","","-1",19161,"From Puerto Rico to Palestine occupation is a crime!",1,21,26018
"488","1917.rds","","-1",1917,"Why doesn't the EU Commission Presidentever condemn the Apartheid State of Israel for turning Gaza into an open air Prison of 2 million people..? Does she think the Palestinians have no right to resist Israeli Terrorism..?",1,7,14340
"489","19170.rds","","-1",19170,"Over the course of two days Indonesian BTS ARMYs have gathered more than 1 BILLION Rupiah 63000 to help our brothers and sisters in need in Palestine. Working alongside Human Initiative this donation will hopefully become an immediate help esp through meds and foods.",1,21,11743
"490","19204.rds","","-1",19204,"Cork is at a standstill with solidarity for Palestine I've never been so proud of my city. We are with you endtheapartheid FreePalestine",1,21,7128
"491","19209.rds","","-1",19209,"Another large protest today in central London for Palestine. The protesters are demanding Israel surrender in the war and for it to also cease to exist. Some BLM chants are recycled. The rally is a coalition of Palestinian nationalists Islamists socialists the farleft among",1,21,6966
"492","19215.rds","","-1",19215,"Israel is never held accountable and the world walks away. King Abdullah of Jordan explained that the occupation state continues to commit war crimes with impunity. Palestine",1,21,3664
"493","19225.rds","","-1",19225,"Jeremy Corbyn addresses the largest Palestine solidarity march ever held in London 300000 and counting backed up all the way from Whitehall to Marble Arch in the pouring rain. FreePalestine",1,21,3560
"494","19228.rds","","-1",19228,"Full violent scenes on the streets of London as police lose control of the pro Palestine march Israel palestine metpolice",1,21,3244
"495","19282.rds","","-1",19282,"If we want to stop the GazaHolocaust we need to set aside petty squabbles and embrace Solidarity. If you support Palestine and oppose the genocidal state of Israel respond to this tweet and I will follow you no questions asked. I ask anyone reading this to do the same.",1,21,2328
"496","19300.rds","","-1",19300,"Hey none of us came out the womb understanding settler colonialism. And everything we're told in the West is designed to conceal the truth of it from us forever. If you were confused last week about IsraelPalestine don't be ashamed. Be a model of publicly changing your mind.",1,21,2778
"497","19314.rds","","-1",19314,"Eye on Palestine previously got their page shuttered in 2021 after Israels infamous campaign against unarmed protestors. MetaFB seems to be going even farther now. I havent ever heard of them doing this with screenshots on messenger before",1,21,2818
"498","19316.rds","","-1",19316,"Class by Islam Makachev and Khamzat Chimaev for both mentioning the situation in Palestine after their victories UFC294",1,21,2188
"499","19355.rds","","-1",19355,"The crowd in downtown Los Angeles continues to grow exponentially. FREE FREE PALESTINE!!!FreePalestine",1,21,1450
"500","1937.rds","","-1",1937,"Buildings in the Iraqi capital Baghdad are decorated with the Palestinian flag. Gaza",1,7,16388
"501","19386.rds","","-1",19386,"Many of us including myself have been warning for years that Israels aggressive weaponization of the fight against antisemitism in the west will deem the mere existence of Palestine and Palestinians as an antiSemitic threat. That moment has come.",1,21,839
"502","1960.rds","","1",1960,"Just Because You're an AOC Wannabe Doesn't Mean You're Obliged to Be an Airhead Trying to free 1000000 children who have been held hostage in Gaza for nearly two decades is according to Ilhan Omar senseless violence.",1,7,6835
"503","1974.rds","","-1",1974,"AlQuds Brigades publishes scenes of the storming of a number of military sites and settlements around the Gaza Strip as part of the AlAqsa Flood battle.",1,7,1786
"504","1977.rds","content_filter",NA,1977,"Israeli lawmaker from ruling party is proudly calling for a Nakba in Gaza a literal call for genocide! In the process MK Ariel Kallner admits Israel's responsibility for the 1948 Nakba where 400 Palestinian villages were wiped out  700000 Palestinians were made refugees...",1,7,973
"505","1978.rds","","-1",1978,"Palestinian photojournalist Mohammed Lafy killed in Gaza by israeli airstrikes  israelis are a killing machines nothing else",1,7,895
"506","2041.rds","","-1",2041,"Damage caused by Israeli airstrike in Gaza moments ago",1,7,889
"507","2042.rds","","-1",2042,"Whatever happens in this round of the IsraelGaza war we already lost",1,7,218
"508","2063.rds","","-1",2063,"BREAKINGA Palestinian bulldozer removing the separation wall on the Gaza Strip border.",1,7,53741
"509","2107.rds","","1",2107,"Initial Report Dozens of fighter jets of the Israeli Air Force are now attacking targets of the terrorist organization Hamas in the Gaza Strip in several locations more details to follow.",1,7,16329
"510","2138.rds","","-1",2138,"Its more complicated than that you wish! Palestinian liberation is one of the most morally clearcut causes you could find if you know the history. Palestinians lived in Palestine European Zionists violently colonized it displaced them  imposed a brutal 56year occupation.",1,7,100568
"511","2163.rds","","-1",2163,"Raise your hand if you STAND with Palestine!",1,7,39687
"512","2164.rds","","-1",2164,"Israel should end the illegal occupation of Palestine immediately and return the lands forcefully seized from Palestinians. Israel should recognize Palestine as an independent state with East Jerusalem as its capital within 1967 borders and allow the immediate return of refugees.",1,7,24454
"513","2172.rds","","-1",2172,"Celtic fans show their support to Palestine with two banners.",1,7,49750
"514","2186.rds","","-1",2186,"The story of Palestine A mustwatch!",1,7,14716
"515","2195.rds","","0",2195,"Former PM of Pakistan Imran khan stance on Isreal. There has to be a settlement for Palestinians. Hamas Israel Gaza Palestine",1,7,10438
"516","2217.rds","","-1",2217,"Israel forced 5 vaccines in everyones arm. Forced. Rather live in Palestine and own my blood. Allah Akbar.",1,7,29143
"517","2220.rds","","1",2220,"Get ready for the twitter trend pray for Palestine Israelis military reinforcements near the Gaza strip. Hamas terrorists are going to be annihilated.",1,7,15325
"518","2247.rds","","0",2247,"Spaces AGAIN becoming the main source of news for world on the current ongoing IsraelPalestine war People ON THE GROUND in both Gaza and Israel sharing our stage sharing breaking news from the ground and informing the world with FACTS. All while the dying media",1,7,11637
"519","2388.rds","","0",2388,"Seems like some people out there need to know Hamas is not the people of Palestine.",1,7,2052
"520","2402.rds","","1",2402,"Tel Aviv one of the biggest cities of Israel has been hit by Hamas rocket fire. While Israel 'roof knocks'  target these terrorist",1,7,1490
"521","2425.rds","","-1",2425,"FLASHBACK Trump shared classified intelligence from Israel with Russia  and admitted to it. Israeli intelligence feared it would end up in the hands of Iran.",1,8,35754
"522","2427.rds","","1",2427,"This isnt hard to follow Trump gave military intel to the Russians. The Russians who are extremely close allies with Iran gave it to Iran. Iran gave that information to Hamas. Hamas used it to attack Israel. This is why it intel security matters. Republicans DO NOT CARE.",1,8,42994
"523","2444.rds","content_filter",NA,2444,"She wasn't murdered raped or abused. Footage showed her moments later safe in Gaza. She was taken captive as a bargaining chip to free 1000s Palestinians whom Israel detains without charges evidence or trial aka administrative detention. Both violate int. law!",1,8,38486
"524","2485.rds","","1",2485,"No Leader from I.N.D.I. Alliance has condemned Hamas terrorist attacks on Israel. Whereas PM Modi was first to condemn the Hamas attack on innocent Israeli citizens. Choose your leader wisely",1,8,30506
"525","2530.rds","","1",2530,"I respected you when you showed up to help feeding fellow citizens in the middle of the pandemic. I respected your politics even when I didnt agree with you. But is shameful that you blamefor an attack on Israel! Did you blamed Bush for 911? Be a statesman! Be a good",1,8,42154
"526","2552.rds","","1",2552,"I spoke withto affirm Ukraines solidarity with Israel which suffers from a brazen largescale attack and to express condolences for the multiple victims. The Prime Minister informed me of the current situation and the actions of Israels Defense Forces and law",1,8,38044
"527","2558.rds","","1",2558,"Look at this Washington Post headline. How about Hamas Terrorists Murder Kidnap Hundreds of Innocents in Unprovoked Attack Israel Acknowledges Its War",1,8,27650
"528","2609.rds","","1",2609,"BIG US weapons left behind in Afghanistan used to attack Israel. A highranking Israel Defense Forces IDF commander said US weapons left in Afghanistan by the Biden administration were found in the hands of Palestinian groups active in the Gaza Strip",1,8,12979
"529","2621.rds","","0",2621,"Before you go to bed tonight think about all the video and news coverage of Israel you saw today Then reflect and think about all the video and news coverage of Ukraine you have seen over the last 18 months",1,8,15018
"530","2657.rds","","0",2657,"The recent happenings in the IsraelPalestine conflict have confirmed that the first casualty in war is truth. The IsraelPalestine conflict has been on for decades. And if you are trying to understand the origin of the whole conflict this thread is for you.",1,8,8050
"531","2669.rds","","0",2669,"Im DanishGreek. My religion is Greek Orthodox. My skin is caucasian. I have friends with all skin colors who are Christians Jews and Muslims. Im not affiliated with Ukraine Russia Palestine Israel or any other foreing nation. I just want the wars to end. I stand",1,8,23120
"532","2675.rds","","-1",2675,"When I think about the PalestineIsrael conflict it always reminds me of the Malcolm X quote If you're not careful the newspapers will have you hating the people who are being oppressed and loving the people who are doing the oppressing.",1,8,9609
"533","2711.rds","","-1",2711,"DSA is steadfast in expressing our solidarity with Palestine. Todays events are a direct result of Israels apartheid regimea regime that receives billions in funding from the United States. End the violence. End the Occupation. Free Palestine.15",1,8,16330
"534","2727.rds","","1",2727,"A leaked email sent byto all their journalists has urged them to not refer to Hamas as terrorists. This directive further validates our concerns about CBC's bias against Israel  slanted coverage of the IsraeliPalestinian conflict.",1,8,4431
"535","2753.rds","content_filter",NA,2753,"SHOCKING NEWS Egyptian policeman kills two Israeli tourists in Alexandria  shoots even an Egyptian who was trying to save them. This is also shocking because Egypt made peace with Israel decades ago and has long served as a mediator in the IsraeliPalestinian conflict. Where",1,8,3567
"536","2775.rds","","-1",2775,"The problem with liberal takes like this is that it produces an abstracted morality. It reduces two very different and unequal people to generic abstract categories in conflict. It erases the material inequalities between them. It erases the violence of occupation.",1,8,2181
"537","2827.rds","","-1",2827,"Ofer Cassif a Marxist antiZionist member of Israeli Knesset from the Hadash coalition on the reasons for the new IsraelGaza war saying that the pogroms against the Palestinians were the spark for the conflict.",1,8,1320
"538","2836.rds","","0",2836,"the conflict in israel is a result of the natural conclusion of a twostate solution as a project not a failure of it. you are watching the twostate solution precisely as it was meant to function",1,8,3730
"539","2857.rds","","1",2857,"For my entire career I have avoided posting or speaking out about Israel and the conflict but the idea that people who claim to be progressive would rally for murderous fundamentalist terrorism and create space for violence against Jews is morally abhorrent.Am Yisrael Chai.",1,8,1548
"540","2861.rds","","0",2861,"The root of the conflict namely the occupation of the Palestinian territories by Israel must be resolved in accordance with the parameters agreed upon by the UN.",1,8,611
"541","2871.rds","","0",2871,"For children and youth living in conflictaffected areas education is a lifeline. We must ProtectEducationFromAttack and guarantee the RightToEducation for all!",1,8,559
"542","2885.rds","","-1",2885,"from Telegram...Iraqi groups also supported Palestine and announced entry into conflict with Israel.",1,8,670
"543","2899.rds","","0",2899,"Breaking NewsThe President of Israel called for the formation of an emergency government amid conflict with Hamas Israel hamasattack IsraelUnderAttack Palestine",1,8,212
"544","2910.rds","","0",2910,"As the world has its eyes on the IsraelGaza conflict  the turkish regime under Erdogan uses this opportunity to escalate the attacks on Rojava footage of turkish artillery strikes hitting the city center of Ain Issa city.",1,8,320
"545","2927.rds","","0",2927,"Congress  war stock  conflict of interest",1,8,678
"546","2954.rds","","0",2954,"As an interim speaker Patrick McHenry is effectively powerless on the IsraelHamas conflictand can only act on matters that relate to the election of a new Speaker.",1,8,278
"547","2957.rds","","1",2957,"The world has witnessed the barbarism of Hamas. The world stands with Israel for now. But how long will it take before Israel's friends tell it to back down be proportionate  politicians will speak of two sides to the conflict",1,8,302
"548","2960.rds","","-1",2960,"6Even the gravest violations of the laws of war by the opposing party in a conflict do not justify the violation of those same laws. Israel has obligations toward Gaza residents including in times of active hostilities  even after the horrors visited on communities in the south",1,8,415
"549","2964.rds","","0",2964,"The way you cant even get real time updates or direct on ground report for the ongoing conflict just shows you how much twitter has changed. Before youd be seeing tweets directly from source all over your TL.",1,8,190
"550","2984.rds","","-1",2984,"You are all genuinely sick in the head if you think female IDfisraeli women suffers the way the average Palestinian women does It shows how you are all so removed from this conflict",1,8,417
"551","2993.rds","","1",2993,"The Middle East has been a region of conflict for centuries and during most of that time Israel and the Jews had nothing to do with it. says Rami Dabbas a Jordanian political analyst specializing in Middle Eastern affairs and human rights.",1,8,552
"552","2998.rds","","0",2998,"Brief history of the IsraelPalestine conflict. Late 19th Century  The Zionist movement advocating for a Jewish homeland in Palestine gains momentum. Balfour Declaration 1917  The British government issues the Balfour Declaration expressing support for a national home",1,8,218
"553","3018.rds","","0",3018,"this is the only tweet tara strong voice actor of all those characters you probably like hid under her tweet thats trying to position as neutral on the conflict and sad about civ deaths. get her ass.",1,8,325
"554","3027.rds","","0",3027,"Hamas Ministry of Health for Gaza announce 413 killed and 2300 injured due to the on going conflict.",1,8,198
"555","3051.rds","","0",3051,"Escalation of Conflict Between Israeli Forces and Hamas Results in Nearly 1000 Casualties The ongoing conflict between Israeli forces and Hamas has escalated significantly with the death toll nearing 1000.",1,8,103
"556","3079.rds","content_filter",NA,3079,"Footage from the music festival in Reim just minutes before Hamas massacred over 250 attendees and kidnapped hundreds of others into Gaza.",1,8,3520
"557","3149.rds","","1",3149,"Israeli mom and two little girls among Hamas hostages The terrorists are in the house",1,8,347
"558","3156.rds","","1",3156,"THIS! Our Abraham Accords partner and friend the UAE condemns Hamas and says is appalled by reports that Israeli civilians have been abducted as hostages from their homes.",1,8,553
"559","3163.rds","","1",3163,"No evidence is good enough for Biden co will continue their engagement with Iran.",1,8,414
"560","3170.rds","","-1",3170,"The overwhelming majority of Palestinians support Hamas  the other 8 Palestinian organizations that youre unable to name bc youre triggered that people resisting settler colonialism.",1,8,971
"561","3199.rds","content_filter",NA,3199,"Its going to happen sooner VS later because our border has fully been opened for nearly 3 years. By the looks of the ProPalestine HAMAS folks infiltrating in our country today Id say an attack is closing in. Be aware of your surroundings America. FJB",1,8,138
"562","3218.rds","content_filter",NA,3218,"The aftermath of the massacre of the music festival in southern Israel where Hamas carried out a barbaric attack that killed 260 civilians many of which were foreigners.",1,8,94
"563","3273.rds","","0",3273,"Former CIA Dir. John Brennan Surprise Hamas attack raises questions about whether Israel intelligence may have been compromised Threat of conflict spiraling out of control into wider regional war is escalating with retaliatory attacks by both sides",1,8,53
"564","3287.rds","","0",3287,"Blinken Every action by Hamas making it worse for Palestinians Israelis",1,8,72
"565","3297.rds","","1",3297,"We have no friends over there so to speak  Yevgeny Poddubny You have one that likes to arm you and Hamas.",1,8,73
"566","3319.rds","content_filter",NA,3319,"Breaking Photos capture the moment an Israeli air strike destroys Rabat University College in Gaza City. One more war crime in a long series.",1,8,32464
"567","3322.rds","","-1",3322,"Strategically killing civilians in Gaza who arent Hamas wont hurt Hamas itll help them in the longrun. Morally killing civilians in Gaza as part of an overwhelming show of force isnt moral. Its immoral.",1,8,43623
"568","3338.rds","","-1",3338,"Shit is now getting serious. Gaza may not be on the world map in coming months.",1,8,30092
"569","3357.rds","content_filter",NA,3357,"These are the faces of just a few of the Israelis kidnapped and held by Hamas in Gaza. They took mothers with babies in their arms. It is an evil savagery that has no words. Hamas is believed to be holding over than 100 Israelis  children teens entire families and even the",1,8,11487
"570","3384.rds","","-1",3384,"The UK government literally flag waving for an aparethied regime indiscriminately bombing a heavily civilian populated area. Doesn't get much lower than that. UK Israel Gaza",1,8,7949
"571","3422.rds","","-1",3422,"Massive rally for Palestine in NYC",1,8,24081
"572","3460.rds","","-1",3460,"A rally in support of Palestinians in Manchester UK. Israel Palestine Gaza Hamas",1,8,7721
"573","3476.rds","","0",3476,"Reminder that you most likely dont understand what is actually happening in Palestine no matter who you are. Sorry not sorrybut most of the people especially westerners have the most basic and surface knowledge of the situation.",1,8,11573
"574","3523.rds","content_filter",NA,3523,"What a wretched thing it is to burry your infant  Gaza Palestine.",1,8,2021
"575","3551.rds","","-1",3551,"May Allah protect our children. And all of Palestine",1,8,2893
"576","3558.rds","","-1",3558,"Times Square NYC. Chants of From the river to the sea Palestine will be free! ring out.",1,8,1637
"577","3562.rds","","0",3562,"My statement on the last 36 hours across Israel and Palestine",1,8,3466
"578","3586.rds","","0",3586,"its okay to not have an opinion mmm no i absolutely need to know if someone has crazy opinions about palestine",1,8,3401
"579","3619.rds","","-1",3619,"Holy shit. The prime minister of Israel is tweeting out footage of his country bombing Gaza and killing civilians.",1,9,65661
"580","3669.rds","","1",3669,"Palestine is claiming that land of Israel just because they were there Few decades back and hence there should no Jews exist there. With that logic if we move back some more years back Islam didnt exist. And land of todays Pakistan Bangladesh Afghanistan etc. were part",1,9,25124
"581","3686.rds","","1",3686,"Dear Israelis We know this is the darkest of times. We know there is no way to describe the pain our nation is feeling. We are with you. We are in awe of your strength and resilience. We will persevere",1,9,37922
"582","3727.rds","","1",3727,"This is Dana Abuqamar a law student at the University of Manchester joy for what has happened in Israel. University of Manchester it's a criminal offence to praise a proscribed organisation like Hamas.",1,9,13161
"583","3731.rds","","-1",3731,"Journalist Moataz Mashal breaking down while covering the relentless bombardment of Gaza. Israel deliberately targets and kills journalist in a decade old documented pattern by",1,9,13082
"584","3746.rds","","-1",3746,"Raining in Palestine shortly after Israel cutting of their water supply they plan and Allah SWT plans and after all he is the best of ALL planners SubhanAllah may the people of Palestine find peace and liberation!",1,9,17621
"585","3775.rds","","0",3775,"BIG BREAKING NEWS  Economic boycott of Palestine begins European Union Germany Austria suspend all aid to Palestinians from immediate effect. Israel destroyed National Islamic Bank of Gaza in airstriks. US B52 bomber has landed in Israel for special operation tonight",1,9,22116
"586","3777.rds","","-1",3777,"If there is an enduring image of how Israel so completely embodies the most obscene elements of settler colonialism it is young carefree Israelis holding a rave on the edge of an openair prison encaging 2 million Palestinians. The Western media presents Hamas' attack on",1,9,13741
"587","3785.rds","","-1",3785,"In my 15 years on Twitter Ive never been trolled as much as Ive been in the last 30 hours! Almost all the trolls are Indians expressing their obviously fake outrage over my post about the GazaIsrael war. Indians are more Zionist than Zionists themselves.",1,9,22499
"588","3796.rds","content_filter",NA,3796,"New footage of the massacre of partygoers in southern Israel by Hamas has emerged that shows the attack from the very start with police shutting down the music and urging people to leave. Civilians can be seen taking cover and tending to numerous injuries as gunfire rings out.",1,9,12883
